,Date,Temp(C),MaxTemp(C),MinTemp(C),RangeTemp(C),SurfaceTemp(C)
1578,20140428,9.62,13.98,5.84,8.14,11.89
1579,20140429,7.81,8.59,6.87,1.72,8.19
1580,20140430,8.44,10.8,6.47,4.33,8.54
1581,20140501,13.79,16.25,11.08,5.17,16.43
1582,20140502,13.04,15.01,10.52,4.49,15.33
1583,20140503,11.88,14.6,8.89,5.71,13.71
1584,20140504,11.87,14.04,9.35,4.69,12.57
1585,20140505,11.39,14.82,8.17,6.65,12.46
1586,20140506,11.81,15.58,8.15,7.43,13.57
1587,20140507,11.38,14.24,8.03,6.21,13.1
1588,20140508,12.25,14.51,10.58,3.93,14.53
1589,20140509,12.95,14.96,10.77,4.19,15.6
1590,20140510,15.9,19.89,12.0,7.89,18.52
1591,20140511,16.64,19.85,13.63,6.22,18.85
1592,20140512,16.25,19.5,12.33,7.17,18.65
1593,20140513,13.85,16.08,10.75,5.33,15.8
1594,20140514,12.22,14.22,10.33,3.89,14.79
1595,20140515,15.65,17.9,13.12,4.78,19.25
1596,20140516,15.44,16.19,14.71,1.48,17.04
1597,20140517,14.14,16.67,10.96,5.71,16.28
1598,20140518,13.35,15.9,10.35,5.55,14.89
1599,20140519,13.67,17.22,9.14,8.08,14.38
1600,20140520,15.84,19.79,11.08,8.71,17.45
1601,20140521,16.09,19.45,14.61,4.84,17.45
1602,20140522,15.21,16.83,13.93,2.9,16.84
1603,20140523,15.56,17.48,14.02,3.46,17.64
1604,20140524,14.81,16.76,13.28,3.48,16.79
1605,20140525,17.31,21.17,12.87,8.3,19.52
1606,20140526,18.81,22.38,14.86,7.52,20.65
1607,20140527,19.76,22.77,16.91,5.86,21.92
1608,20140528,14.74,18.68,11.69,6.99,15.9
1609,20140529,12.75,14.5,10.82,3.68,15.21
1610,20140530,15.78,18.28,12.69,5.59,18.08
1611,20140531,15.56,18.02,13.19,4.83,16.99
1612,20140601,16.29,20.11,12.17,7.94,17.76
1613,20140602,17.17,20.46,12.84,7.62,18.48
1614,20140603,19.22,22.39,15.79,6.6,22.15
1615,20140604,19.3,21.89,17.09,4.8,21.88
1616,20140605,18.4,20.59,16.54,4.05,19.15
1617,20140606,18.19,21.05,14.76,6.29,19.77
1618,20140607,19.4,23.28,14.92,8.36,21.43
1619,20140608,19.96,23.02,16.86,6.16,21.92
1620,20140609,18.84,19.91,17.44,2.47,19.71
1621,20140610,19.7,21.26,18.45,2.81,22.1
1622,20140611,17.74,18.86,16.01,2.85,19.29
1623,20140612,18.28,20.23,15.79,4.44,19.74
1624,20140613,19.78,21.46,18.41,3.05,22.0
1625,20140614,18.84,21.38,14.68,6.7,20.52
1626,20140615,18.58,22.23,13.97,8.26,19.76
1627,20140616,19.47,21.86,16.25,5.61,21.98
1628,20140617,22.23,24.76,19.06,5.7,24.89
1629,20140618,24.28,26.62,22.55,4.07,26.68
1630,20140619,21.24,22.26,19.66,2.6,22.78
1631,20140620,20.34,22.78,17.36,5.42,21.76
1632,20140621,18.89,20.7,16.94,3.76,20.89
1633,20140622,19.42,21.82,16.73,5.09,20.78
1634,20140623,20.43,22.9,17.68,5.22,22.47
1635,20140624,20.92,22.9,18.74,4.16,22.75
1636,20140625,22.05,23.95,19.81,4.14,24.06
1637,20140626,23.79,26.5,21.62,4.88,26.72
1638,20140627,21.08,23.81,18.77,5.04,23.83
1639,20140628,21.6,24.83,18.86,5.97,23.55
1640,20140629,21.56,23.48,19.48,4.0,23.44
1641,20140630,22.34,24.33,20.2,4.13,24.44
1642,20140701,23.61,26.05,21.16,4.89,26.35
1643,20140702,23.87,25.56,22.16,3.4,26.21
1644,20140703,24.1,26.04,22.81,3.23,26.26
1645,20140704,21.42,22.93,18.51,4.42,21.18
1646,20140705,20.97,24.31,16.85,7.46,21.53
1647,20140706,21.54,24.85,16.91,7.94,22.93
1648,20140707,23.5,26.25,20.15,6.1,25.4
1649,20140708,24.15,26.78,22.11,4.67,26.75
1650,20140709,23.47,25.66,21.5,4.16,26.29
1651,20140710,22.44,24.69,20.75,3.94,23.78
1652,20140711,22.74,25.43,20.44,4.99,25.22
1653,20140712,22.51,24.77,20.06,4.71,25.33
1654,20140713,23.08,25.12,21.54,3.58,24.92
1655,20140714,23.45,25.06,22.27,2.79,25.47
1656,20140715,23.68,25.42,22.48,2.94,25.49
1657,20140716,22.45,24.01,21.21,2.8,22.88
1658,20140717,22.25,24.43,19.66,4.77,23.83
1659,20140718,22.14,25.12,18.55,6.57,23.31
1660,20140719,21.66,23.21,20.16,3.05,21.21
1661,20140720,20.92,22.36,19.81,2.55,20.49
1662,20140721,22.32,25.48,19.6,5.88,23.7
1663,20140722,23.51,26.31,20.47,5.84,25.33
1664,20140723,24.17,26.37,21.67,4.7,26.49
1665,20140724,23.49,25.3,21.44,3.86,25.3
1666,20140725,22.61,25.55,19.46,6.09,25.22
1667,20140726,22.79,25.15,19.94,5.21,24.12
1668,20140727,23.97,26.49,21.63,4.86,25.19
1669,20140728,24.06,26.43,19.95,6.48,26.09
1670,20140729,21.44,24.06,18.15,5.91,23.38
1671,20140730,21.78,24.59,18.45,6.14,23.53
1672,20140731,22.8,25.5,19.23,6.27,24.31
1673,20140801,23.09,24.78,21.74,3.04,23.56
1674,20140802,21.2,22.25,19.72,2.53,20.74
1675,20140803,21.08,22.88,19.07,3.81,22.24
1676,20140804,23.69,26.34,21.13,5.21,26.06
1677,20140805,24.38,27.17,21.62,5.55,26.86
1678,20140806,23.92,26.65,21.55,5.1,25.53
1679,20140807,22.99,26.12,19.55,6.57,24.38
1680,20140808,22.75,26.1,18.58,7.52,24.21
1681,20140809,23.53,26.82,19.66,7.16,25.99
1682,20140810,24.05,27.26,20.58,6.68,26.76
1683,20140811,23.51,25.96,20.63,5.33,25.92
1684,20140812,22.95,24.59,20.91,3.68,22.85
1685,20140813,24.23,26.29,21.71,4.58,25.7
1686,20140814,21.45,24.43,18.3,6.13,22.1
1687,20140815,20.46,23.13,17.21,5.92,21.26
1688,20140816,21.41,24.21,18.17,6.04,21.91
1689,20140817,21.94,25.75,18.26,7.49,22.46
1690,20140818,21.75,25.31,17.59,7.72,23.25
1691,20140819,22.16,24.72,19.26,5.46,24.31
1692,20140820,22.59,24.66,21.16,3.5,24.19
1693,20140821,22.51,24.28,21.34,2.94,24.22
1694,20140822,21.86,23.14,20.72,2.42,23.3
1695,20140823,21.31,23.04,20.04,3.0,23.06
1696,20140824,21.34,23.98,18.96,5.02,22.36
1697,20140825,23.32,26.91,18.92,7.99,24.85
1698,20140826,23.5,25.48,21.57,3.91,25.37
1699,20140827,24.01,27.29,20.39,6.9,26.09
1700,20140828,23.35,26.14,19.68,6.46,25.22
1701,20140829,20.55,23.32,17.85,5.47,22.49
1702,20140830,21.98,23.97,19.46,4.51,23.76
1703,20140831,24.33,26.9,21.9,5.0,26.51
1704,20140901,24.92,27.32,22.84,4.48,27.21
1705,20140902,26.12,28.72,23.41,5.31,29.06
1706,20140903,24.68,27.33,22.16,5.17,26.5
1707,20140904,24.23,27.01,21.51,5.5,26.3
1708,20140905,24.52,26.75,21.89,4.86,27.22
1709,20140906,25.57,28.17,23.32,4.85,27.58
1710,20140907,22.33,25.43,19.49,5.94,24.7
1711,20140908,21.47,23.18,19.69,3.49,22.04
1712,20140909,20.59,22.65,19.03,3.62,20.79
1713,20140910,20.81,23.28,18.79,4.49,23.29
1714,20140911,23.21,25.9,20.28,5.62,24.75
1715,20140912,20.43,24.1,17.13,6.97,22.52
1716,20140913,19.14,20.84,17.74,3.1,19.56
1717,20140914,17.03,19.89,13.29,6.6,18.51
1718,20140915,18.06,20.63,14.83,5.8,19.69
1719,20140916,18.35,19.68,17.22,2.46,18.41
1720,20140917,18.42,21.32,15.07,6.25,19.58
1721,20140918,19.88,23.22,15.86,7.36,20.47
1722,20140919,16.69,18.71,14.82,3.89,18.16
1723,20140920,20.01,22.25,16.61,5.64,21.49
1724,20140921,21.42,22.74,20.44,2.3,21.76
1725,20140922,19.13,21.92,14.19,7.73,19.93
1726,20140923,16.2,19.65,12.65,7.0,17.8
1727,20140924,18.69,20.68,16.56,4.12,17.98
1728,20140925,17.38,18.23,16.27,1.96,16.7
1729,20140926,19.13,23.02,15.04,7.98,18.82
1730,20140927,20.18,25.15,15.32,9.83,20.96
1731,20140928,20.65,24.56,17.45,7.11,21.82
1732,20140929,20.1,22.74,18.23,4.51,19.87
1733,20140930,19.2,20.72,17.47,3.25,20.11
1734,20141001,17.63,18.86,16.72,2.14,18.51
1735,20141002,17.47,19.36,16.2,3.16,18.39
1736,20141003,16.75,18.76,14.8,3.96,18.44
1737,20141004,18.04,21.27,13.25,8.02,16.99
1738,20141005,12.99,16.31,9.71,6.6,12.4
1739,20141006,16.79,19.58,12.69,6.89,15.34
1740,20141007,19.33,21.02,17.73,3.29,19.62
1741,20141008,19.27,21.69,16.05,5.64,19.76
1742,20141009,16.47,19.49,13.44,6.05,15.32
1743,20141010,14.97,17.08,12.14,4.94,14.68
1744,20141011,13.49,14.6,11.86,2.74,11.89
1745,20141012,13.36,16.07,10.71,5.36,12.85
1746,20141013,16.68,18.66,13.55,5.11,16.06
1747,20141014,19.56,21.75,17.99,3.76,20.62
1748,20141015,20.41,22.25,19.17,3.08,22.15
1749,20141016,18.91,20.28,16.45,3.83,19.01
1750,20141017,17.66,20.51,15.18,5.33,17.35
1751,20141018,17.25,20.54,13.24,7.3,17.11
1752,20141019,11.55,13.72,7.88,5.84,10.6
1753,20141020,11.85,15.35,7.11,8.24,10.21
1754,20141021,16.01,18.2,14.46,3.74,14.68
1755,20141022,13.51,15.19,11.34,3.85,12.26
1756,20141023,11.63,12.52,10.97,1.55,10.07
1757,20141024,13.43,16.69,11.05,5.64,12.44
1758,20141025,14.24,18.13,9.95,8.18,12.94
1759,20141026,13.78,16.43,11.4,5.03,12.02
1760,20141027,12.86,16.41,9.37,7.04,10.7
1761,20141028,15.74,18.83,12.6,6.23,14.18
1762,20141029,15.67,18.87,11.38,7.49,15.05
1763,20141030,11.73,14.52,9.46,5.06,10.4
1764,20141031,11.05,12.99,8.13,4.86,9.35
1765,20141101,8.49,11.13,6.75,4.38,7.21
1766,20141102,7.17,9.6,5.55,4.05,5.12
1767,20141103,9.63,14.83,5.42,9.41,7.01
1768,20141104,13.63,17.2,10.44,6.76,12.42
1769,20141105,13.67,15.64,12.15,3.49,11.49
1770,20141106,11.54,14.0,9.23,4.77,9.91
1771,20141107,8.74,11.18,5.06,6.12,7.08
1772,20141108,6.75,8.99,3.68,5.31,5.17
1773,20141109,10.41,13.21,8.73,4.48,7.68
1774,20141110,10.82,14.08,7.83,6.25,8.08
1775,20141111,13.52,15.91,11.4,4.51,11.8
1776,20141112,13.71,17.16,7.86,9.3,13.0
1777,20141113,6.74,8.77,3.85,4.92,6.13
1778,20141114,4.67,6.58,3.61,2.97,2.92
1779,20141115,3.81,5.98,2.0,3.98,0.91
1780,20141116,5.99,7.89,3.96,3.93,3.77
1781,20141117,9.33,13.48,6.74,6.74,8.06
1782,20141118,1.02,6.28,-1.55,7.83,-1.13
1783,20141119,0.38,3.85,-1.81,5.66,-1.92
1784,20141120,4.7,8.11,1.0,7.11,1.4
1785,20141121,1.01,3.08,-0.27,3.35,-2.26
1786,20141122,3.6,6.07,0.6,5.47,0.41
1787,20141123,8.3,11.64,5.13,6.51,5.72
1788,20141124,14.89,16.65,12.7,3.95,14.81
1789,20141125,11.56,14.27,9.08,5.19,9.26
1790,20141126,4.91,8.89,2.91,5.98,2.91
1791,20141127,2.77,3.98,1.19,2.79,-0.33
1792,20141128,0.91,2.88,-1.34,4.22,-2.92
1793,20141129,1.63,6.87,-1.3,8.17,-2.12
1794,20141130,8.73,10.89,6.37,4.52,5.38
1795,20141201,9.86,13.19,4.84,8.35,8.25
1796,20141202,5.73,10.08,3.53,6.55,3.95
1797,20141203,8.02,10.76,4.4,6.36,6.7
1798,20141204,4.51,6.66,2.68,3.98,1.68
1799,20141205,6.8,9.75,3.22,6.53,4.93
1800,20141206,8.17,10.67,3.81,6.86,7.32
1801,20141207,2.86,5.06,-0.51,5.57,0.86
1802,20141208,1.59,4.82,-1.42,6.24,-0.33
1803,20141209,4.67,5.23,3.18,2.05,3.48
1804,20141210,3.41,4.88,1.37,3.51,1.88
1805,20141211,1.84,2.55,1.41,1.14,-0.25
1806,20141212,1.69,3.63,-0.01,3.64,-0.38
1807,20141213,2.79,5.48,1.01,4.47,0.21
1808,20141214,4.19,7.22,2.45,4.77,1.38
1809,20141215,4.55,6.63,2.27,4.36,0.84
1810,20141216,7.0,8.62,5.08,3.54,4.08
1811,20141217,6.98,10.11,3.65,6.46,6.01
1812,20141218,3.25,5.61,1.65,3.96,0.91
1813,20141219,2.06,3.64,-0.18,3.82,-0.31
1814,20141220,0.29,1.01,-0.65,1.66,-1.38
1815,20141221,1.61,3.05,0.51,2.54,0.06
1816,20141222,5.57,7.57,2.41,5.16,4.02
1817,20141223,8.06,8.88,7.29,1.59,7.8
1818,20141224,9.74,12.68,7.12,5.56,10.14
1819,20141225,8.77,11.77,5.13,6.64,7.83
1820,20141226,5.33,7.97,3.31,4.66,2.81
1821,20141227,5.93,9.53,2.8,6.73,4.12
1822,20141228,7.2,9.28,5.16,4.12,5.82
1823,20141229,3.77,5.1,1.45,3.65,2.02
1824,20141230,0.05,0.8,-1.22,2.02,-2.25
1825,20141231,-0.4,0.26,-1.28,1.54,-2.7
1826,20150101,1.42,3.67,-1.24,4.91,-1.26
1827,20150102,2.81,4.72,1.64,3.08,-0.33
1828,20150103,4.14,7.22,0.82,6.4,1.3
1829,20150104,8.35,10.96,5.79,5.17,7.64
1830,20150105,1.66,6.92,-3.83,10.75,-0.4
1831,20150106,-4.43,-3.54,-5.9,2.36,-4.79
1832,20150107,-5.17,-3.44,-9.82,6.38,-6.93
1833,20150108,-7.19,-4.55,-10.19,5.64,-9.09
1834,20150109,-1.42,1.08,-3.99,5.07,-4.34
1835,20150110,-5.13,-3.83,-6.51,2.68,-7.94
1836,20150111,-0.63,2.59,-5.44,8.03,-3.71
1837,20150112,2.86,3.89,2.16,1.73,0.16
1838,20150113,-2.43,2.14,-5.0,7.14,-4.14
1839,20150114,-1.95,0.65,-4.89,5.54,-3.74
1840,20150115,-1.49,0.41,-3.66,4.07,-3.82
1841,20150116,-0.37,3.63,-5.41,9.04,-2.85
1842,20150117,-3.81,0.45,-6.94,7.39,-5.29
1843,20150118,4.28,7.33,0.73,6.6,0.79
1844,20150119,2.48,4.65,1.1,3.55,0.05
1845,20150120,1.52,3.0,-0.32,3.32,-0.99
1846,20150121,-0.78,0.94,-3.35,4.29,-2.74
1847,20150122,0.71,2.72,-0.98,3.7,-0.9
1848,20150123,0.03,2.24,-2.97,5.21,-1.29
1849,20150124,1.26,2.11,-0.28,2.39,-0.98
1850,20150125,0.83,3.46,-1.7,5.16,-2.6
1851,20150126,-1.74,-1.17,-2.62,1.45,-3.05
1852,20150127,-4.15,-2.76,-5.51,2.75,-6.39
1853,20150128,-5.18,-1.77,-7.92,6.15,-9.98
1854,20150129,-3.27,1.78,-9.03,10.81,-8.45
1855,20150130,-0.44,1.77,-6.4,8.17,-2.69
1856,20150131,-7.24,-4.94,-9.74,4.8,-11.13
1857,20150201,-1.63,1.2,-6.92,8.12,-5.63
1858,20150202,-0.43,3.97,-9.18,13.15,-2.83
1859,20150203,-6.82,-4.13,-10.2,6.07,-10.69
1860,20150204,0.56,3.4,-5.04,8.44,-3.88
1861,20150205,-2.83,2.71,-9.42,12.13,-4.9
1862,20150206,-6.65,-3.02,-10.51,7.49,-9.71
1863,20150207,-0.85,2.3,-5.02,7.32,-4.04
1864,20150208,2.3,3.73,0.31,3.42,0.47
1865,20150209,-1.68,-0.22,-3.34,3.12,-1.97
1866,20150210,-1.58,0.94,-4.13,5.07,-2.2
1867,20150211,-3.19,-1.42,-5.95,4.53,-4.37
1868,20150212,-1.04,2.39,-7.34,9.73,-3.22
1869,20150213,-8.86,-6.91,-11.03,4.12,-9.76
1870,20150214,-2.8,0.23,-7.92,8.15,-5.2
1871,20150215,-9.27,-3.61,-12.81,9.2,-10.0
1872,20150216,-9.9,-7.14,-13.73,6.59,-11.11
1873,20150217,-5.5,-4.26,-7.4,3.14,-7.93
1874,20150218,-3.84,-1.41,-7.04,5.63,-5.82
1875,20150219,-7.17,-2.69,-10.98,8.29,-8.47
1876,20150220,-10.77,-7.57,-14.43,6.86,-12.71
1877,20150221,-3.47,0.7,-9.08,9.78,-6.66
1878,20150222,0.97,2.0,0.53,1.47,-1.78
1879,20150223,-5.62,0.66,-12.47,13.13,-7.38
1880,20150224,-8.67,-2.97,-13.92,10.95,-10.26
1881,20150225,-2.6,0.98,-6.82,7.8,-5.4
1882,20150226,-3.92,-2.84,-5.13,2.29,-5.19
1883,20150227,-4.81,-2.76,-6.61,3.85,-5.52
1884,20150228,-5.87,-2.75,-9.98,7.23,-7.24
1885,20150301,-2.18,-0.66,-4.32,3.66,-4.81
1886,20150302,-0.66,0.68,-3.1,3.78,-2.29
1887,20150303,-1.91,1.48,-5.63,7.11,-3.87
1888,20150304,2.14,2.88,1.42,1.46,0.35
1889,20150305,-1.99,1.73,-5.39,7.12,-3.06
1890,20150306,-6.98,-4.74,-10.78,6.04,-10.19
1891,20150307,-2.67,1.45,-7.8,9.25,-6.12
1892,20150308,1.23,4.35,-2.03,6.38,-3.28
1893,20150309,4.33,7.15,0.26,6.89,0.46
1894,20150310,4.53,5.8,3.43,2.37,2.7
1895,20150311,5.92,9.41,3.58,5.83,6.17
1896,20150312,3.15,5.57,0.05,5.52,1.87
1897,20150313,1.56,2.87,-0.49,3.36,1.22
1898,20150314,5.0,6.87,2.61,4.26,4.8
1899,20150315,3.39,5.69,1.1,4.59,2.75
1900,20150316,3.44,6.31,0.4,5.91,3.89
1901,20150317,4.64,9.65,-0.31,9.96,4.39
1902,20150318,0.23,2.21,-1.16,3.37,-0.96
1903,20150319,0.84,3.37,-1.27,4.64,0.05
1904,20150320,0.88,1.71,0.25,1.46,0.0
1905,20150321,2.46,5.9,-0.67,6.57,2.85
1906,20150322,1.0,3.55,-2.54,6.09,0.26
1907,20150323,-0.98,2.05,-3.93,5.98,-1.07
1908,20150324,0.67,3.67,-2.14,5.81,1.05
1909,20150325,3.39,5.27,1.3,3.97,3.06
1910,20150326,6.92,9.88,3.84,6.04,8.21
1911,20150327,4.96,7.16,2.9,4.26,6.76
1912,20150328,1.07,2.62,-1.19,3.81,0.88
1913,20150329,1.03,4.53,-2.32,6.85,1.59
1914,20150330,4.51,8.06,1.1,6.96,4.03
1915,20150331,3.04,5.35,1.35,4.0,2.93
1916,20150401,3.55,7.05,0.15,6.9,3.55
1917,20150402,6.38,9.85,2.51,7.34,6.56
1918,20150403,9.27,11.81,7.28,4.53,11.04
1919,20150404,7.23,11.11,2.73,8.38,7.96
1920,20150405,6.76,11.42,2.36,9.06,6.8
1921,20150406,7.69,11.46,4.15,7.31,9.27
1922,20150407,8.16,11.79,5.11,6.68,10.16
1923,20150408,4.9,6.01,3.8,2.21,5.0
1924,20150409,4.03,4.86,3.04,1.82,4.17
1925,20150410,7.91,11.38,4.49,6.89,10.18
1926,20150411,8.04,10.59,4.55,6.04,9.21
1927,20150412,7.4,11.61,3.13,8.48,8.97
1928,20150413,8.41,11.92,4.81,7.11,9.57
1929,20150414,11.18,13.0,9.11,3.89,12.01
1930,20150415,10.48,13.97,6.49,7.48,11.08
1931,20150416,8.87,10.75,6.39,4.36,10.18
1932,20150417,12.17,14.89,9.42,5.47,13.91
1933,20150418,12.99,16.64,8.87,7.77,15.41
1934,20150419,8.9,10.63,7.28,3.35,10.68
1935,20150420,10.51,13.11,7.4,5.71,11.97
1936,20150421,11.51,13.37,9.03,4.34,13.53
1937,20150422,10.02,12.92,7.4,5.52,10.79
1938,20150423,6.39,8.95,3.77,5.18,6.37
1939,20150424,4.99,8.27,2.53,5.74,4.8
1940,20150425,6.79,11.02,2.0,9.02,7.4
1941,20150426,8.91,12.32,5.03,7.29,11.27
1942,20150427,9.19,12.21,5.5,6.71,10.29
1943,20150428,11.2,15.33,7.75,7.58,12.81
1944,20150429,13.27,17.86,9.55,8.31,15.18
1945,20150430,9.62,11.9,7.82,4.08,11.81
1946,20150501,8.69,10.3,7.26,3.04,10.48
1947,20150502,9.85,12.96,7.65,5.31,12.59
1948,20150503,11.72,16.39,7.96,8.43,14.1
1949,20150504,14.0,17.6,10.01,7.59,16.12
1950,20150505,16.16,20.93,12.94,7.99,18.8
1951,20150506,13.99,15.28,12.02,3.26,14.74
1952,20150507,13.96,17.05,11.37,5.68,15.67
1953,20150508,14.39,18.34,11.09,7.25,16.63
1954,20150509,14.26,16.07,12.5,3.57,16.14
1955,20150510,16.55,19.4,13.03,6.37,19.5
1956,20150511,17.35,19.8,15.31,4.49,21.02
1957,20150512,18.43,21.25,15.42,5.83,20.73
1958,20150513,14.3,17.11,10.81,6.3,15.4
1959,20150514,13.37,17.08,9.65,7.43,15.36
1960,20150515,13.75,17.04,10.48,6.56,14.79
1961,20150516,15.93,17.78,13.51,4.27,17.59
1962,20150517,19.14,21.95,16.39,5.56,22.35
1963,20150518,15.69,17.36,13.64,3.72,18.38
1964,20150519,16.69,19.77,13.74,6.03,18.58
1965,20150520,14.28,16.4,11.56,4.84,15.4
1966,20150521,12.6,14.85,11.16,3.69,14.25
1967,20150522,15.11,18.68,11.44,7.24,16.39
1968,20150523,12.49,16.13,8.6,7.53,13.72
1969,20150524,15.06,18.79,10.47,8.32,16.67
1970,20150525,16.97,20.25,13.68,6.57,19.36
1971,20150526,17.67,20.41,15.23,5.18,19.78
1972,20150527,18.18,20.63,16.46,4.17,21.27
1973,20150528,18.95,20.81,16.85,3.96,21.83
1974,20150529,18.0,20.52,15.51,5.01,21.42
1975,20150530,19.09,21.69,16.51,5.18,22.04
1976,20150531,19.6,22.35,17.85,4.5,22.89
1977,20150601,16.38,18.18,12.5,5.68,18.33
1978,20150602,12.69,14.07,11.15,2.92,13.24
1979,20150603,13.72,16.19,11.88,4.31,16.12
1980,20150604,13.41,14.57,12.76,1.81,14.17
1981,20150605,14.33,15.63,12.73,2.9,15.46
1982,20150606,16.33,18.73,14.26,4.47,16.61
1983,20150607,15.57,18.19,12.11,6.08,17.85
1984,20150608,17.74,19.9,14.84,5.06,19.57
1985,20150609,19.48,21.94,17.28,4.66,21.57
1986,20150610,19.33,21.43,16.69,4.74,21.88
1987,20150611,20.76,23.44,17.93,5.51,22.78
1988,20150612,21.52,23.24,20.12,3.12,24.44
1989,20150613,21.65,25.25,18.53,6.72,24.46
1990,20150614,20.64,23.41,18.15,5.26,23.27
1991,20150615,21.12,24.1,18.39,5.71,23.76
1992,20150616,20.5,23.91,17.29,6.62,23.24
1993,20150617,19.79,21.88,17.93,3.95,21.74
1994,20150618,18.69,19.44,17.93,1.51,20.02
1995,20150619,22.26,25.65,19.02,6.63,24.06
1996,20150620,20.46,21.55,18.77,2.78,21.6
1997,20150621,23.02,25.96,21.0,4.96,24.81
1998,20150622,23.44,26.33,20.71,5.62,25.57
1999,20150623,23.42,25.08,21.27,3.81,24.72
2000,20150624,22.34,25.22,19.01,6.21,24.26
2001,20150625,21.73,24.32,18.42,5.9,23.52
2002,20150626,21.56,23.26,19.55,3.71,23.61
2003,20150627,19.8,20.48,19.14,1.34,19.16
2004,20150628,21.52,23.54,19.71,3.83,23.18
2005,20150629,20.22,22.74,16.88,5.86,21.54
2006,20150630,21.18,23.08,18.43,4.65,23.09
2007,20150701,22.36,24.41,20.94,3.47,23.45
2008,20150702,21.35,23.54,19.4,4.14,22.82
2009,20150703,21.36,24.4,18.3,6.1,23.21
2010,20150704,21.31,22.61,19.9,2.71,22.2
2011,20150705,22.03,24.77,19.03,5.74,23.83
2012,20150706,22.34,23.91,20.44,3.47,23.47
2013,20150707,24.19,25.97,22.23,3.74,26.21
2014,20150708,24.28,26.16,22.7,3.46,25.56
2015,20150709,22.69,24.76,21.09,3.67,25.16
2016,20150710,23.9,26.14,21.52,4.62,25.83
2017,20150711,23.63,26.75,20.28,6.47,25.83
2018,20150712,23.86,26.77,20.36,6.41,26.0
2019,20150713,23.78,25.85,22.14,3.71,25.61
2020,20150714,23.76,24.99,22.54,2.45,24.3
2021,20150715,23.6,24.87,20.98,3.89,23.58
2022,20150716,21.03,23.6,18.43,5.17,22.74
2023,20150717,21.59,23.8,18.37,5.43,22.95
2024,20150718,23.52,25.02,21.64,3.38,24.48
2025,20150719,25.65,28.25,23.04,5.21,28.32
2026,20150720,26.83,29.37,24.27,5.1,29.79
2027,20150721,26.22,28.52,23.69,4.83,28.52
2028,20150722,23.98,26.94,20.56,6.38,25.22
2029,20150723,23.6,26.44,20.68,5.76,24.95
2030,20150724,23.74,26.32,20.86,5.46,25.88
2031,20150725,23.62,26.27,20.28,5.99,26.22
2032,20150726,24.37,26.72,21.5,5.22,26.14
2033,20150727,24.31,25.73,23.13,2.6,25.89
2034,20150728,25.97,29.1,22.64,6.46,29.2
2035,20150729,26.52,29.45,23.49,5.96,29.25
2036,20150730,25.57,27.69,24.35,3.34,27.22
2037,20150731,25.51,28.78,21.6,7.18,27.64
2038,20150801,25.54,28.47,22.53,5.94,26.9
2039,20150802,24.77,27.88,20.65,7.23,27.21
2040,20150803,25.36,27.88,22.73,5.15,27.44
2041,20150804,25.77,28.8,23.44,5.36,27.49
2042,20150805,25.03,28.26,22.27,5.99,26.66
2043,20150806,23.22,26.0,19.92,6.08,24.85
2044,20150807,23.6,25.72,21.62,4.1,24.79
2045,20150808,23.03,25.61,20.2,5.41,24.82
2046,20150809,23.22,26.51,20.5,6.01,25.75
2047,20150810,23.12,24.92,21.05,3.87,25.93
2048,20150811,23.71,24.93,22.42,2.51,23.96
2049,20150812,24.1,26.97,21.08,5.89,25.99
2050,20150813,23.32,26.34,20.03,6.31,25.33
2051,20150814,23.84,27.2,20.27,6.93,25.93
2052,20150815,24.96,28.41,21.2,7.21,27.71
2053,20150816,25.32,28.88,21.8,7.08,27.95
2054,20150817,25.74,29.12,22.37,6.75,28.4
2055,20150818,25.24,28.08,23.03,5.05,28.01
2056,20150819,25.11,26.88,23.58,3.3,27.67
2057,20150820,25.32,27.14,23.69,3.45,28.03
2058,20150821,25.24,27.14,23.24,3.9,28.23
2059,20150822,23.96,27.0,20.76,6.24,25.84
2060,20150823,23.26,25.83,20.39,5.44,25.48
2061,20150824,24.65,26.99,22.27,4.72,27.28
2062,20150825,25.38,27.63,22.6,5.03,27.55
2063,20150826,23.43,26.81,19.69,7.12,25.16
2064,20150827,22.76,25.81,19.34,6.47,25.25
2065,20150828,22.44,25.45,19.12,6.33,25.3
2066,20150829,23.73,26.76,20.35,6.41,26.15
2067,20150830,24.75,27.97,20.89,7.08,27.54
2068,20150831,25.71,28.57,23.14,5.43,27.36
2069,20150901,25.16,28.12,23.1,5.02,28.23
2070,20150902,25.07,27.89,22.85,5.04,27.49
2071,20150903,25.8,29.36,22.73,6.63,28.92
2072,20150904,24.27,25.55,21.84,3.71,25.88
2073,20150905,21.89,24.42,20.07,4.35,24.03
2074,20150906,22.47,25.23,19.19,6.04,24.39
2075,20150907,24.33,28.3,20.2,8.1,26.55
2076,20150908,25.49,29.39,21.49,7.9,28.22
2077,20150909,25.65,28.46,23.23,5.23,28.6
2078,20150910,23.94,24.68,22.8,1.88,24.48
2079,20150911,22.91,26.04,19.76,6.28,24.33
2080,20150912,22.81,24.59,20.93,3.66,23.68
2081,20150913,21.26,23.52,17.81,5.71,21.62
2082,20150914,19.72,24.0,15.78,8.22,19.88
2083,20150915,21.61,25.6,17.43,8.17,22.69
2084,20150916,22.62,26.79,18.81,7.98,24.55
2085,20150917,22.97,26.96,19.44,7.52,24.26
